"time","x"
0,0
0,0
0,0
0.1,0.1
0.1,0.1
0.2,0.2
0.3,0.3
0.4,0.4
0.5,0.5
0.5,0
0.6,0.09999999999999992
0.6,0.09999999999999992
0.7,0.1999999999999999
0.8,0.3
0.9,0.4
1,0.5
1,0
1.1,0.1000000000000001
1.1,0.1000000000000001
1.2,0.2000000000000001
1.3,0.3000000000000002
1.4,0.3999999999999999
1.5,0.5
1.5,0
1.6,0.1000000000000001
1.6,0.1000000000000001
1.7,0.2000000000000001
1.8,0.3000000000000002
1.9,0.3999999999999999
2,0.5
2,0
2.1,0.1000000000000001
2.1,0.1000000000000001
2.2,0.2000000000000004
2.3,0.2999999999999999
2.4,0.3999999999999999
2.5,0.5
2.5,0
2.6,0.1000000000000001
2.6,0.1000000000000001
2.7,0.2000000000000004
2.8,0.2999999999999999
2.9,0.3999999999999999
3,0.5
3,0
3.1,0.1000000000000001
3.1,0.1000000000000001
3.2,0.2000000000000004
3.3,0.2999999999999999
3.4,0.3999999999999999
3.5,0.5
3.5,0
3.6,0.1000000000000001
3.6,0.1000000000000001
3.7,0.2000000000000004
3.8,0.2999999999999999
3.9,0.3999999999999999
4,0.5
4,0
4.1,0.0999999999999997
4.1,0.0999999999999997
4.2,0.2000000000000008
4.3,0.3000000000000003
4.4,0.4000000000000006
4.5,0.5000000000000002
4.5,0
4.6,0.0999999999999997
4.6,0.0999999999999997
4.7,0.2000000000000008
4.8,0.3000000000000003
4.9,0.4000000000000006
5,0.5000000000000002
5,0
5.000000000600048,6.000478781317657e-10
5.000000000600048,6.000478781317657e-10
5.1,0.09999999999999978
5.2,0.2000000000000008
5.3,0.3000000000000004
5.4,0.4000000000000009
5.5,0.5000000000000006
5.5,0.5000000000000006
5.6,0.6000000000000009
5.7,0.7000000000000014
5.8,0.800000000000001
5.9,0.9000000000000017
5.900000000180051,0.9000000001800523
5.900000000180051,0
6,0.09999999981994906
6,0
6.1,0.0999999999999997
6.1,0.0999999999999997
6.2,0.2000000000000008
6.3,0.3000000000000003
6.4,0.4000000000000006
6.5,0.5000000000000002
6.5,0.5000000000000002
6.6,0.6000000000000004
6.7,0.7000000000000008
6.8,0.8000000000000005
6.9,0.9000000000000008
6.90000000018004,0.9000000001800408
6.90000000018004,0
7,0.09999999981995972
7,0
7.1,0.0999999999999997
7.1,0.0999999999999997
7.2,0.2000000000000008
7.3,0.3000000000000003
7.4,0.4000000000000006
7.5,0.5000000000000002
7.5,0.5000000000000002
7.6,0.6000000000000004
7.7,0.7000000000000008
7.8,0.8000000000000005
7.9,0.9000000000000017
7.900000000180029,0.9000000001800301
7.900000000180029,0
8,0.09999999981997126
8,0
8.1,0.0999999999999997
8.1,0.0999999999999997
8.199999999999999,0.1999999999999999
8.300000000000001,0.300000000000002
8.4,0.4000000000000015
8.5,0.5000000000000011
8.5,0.5000000000000011
8.6,0.6000000000000014
8.699999999999999,0.7000000000000003
8.800000000000001,0.8000000000000017
8.9,0.9000000000000015
8.900000000180018,0.9000000001800192
8.900000000180018,0
9,0.09999999981998192
9,0
9.1,0.0999999999999997
9.1,0.0999999999999997
9.199999999999999,0.1999999999999999
9.300000000000001,0.300000000000002
9.4,0.4000000000000015
9.5,0.5000000000000011
9.5,0.5000000000000011
9.6,0.6000000000000014
9.699999999999999,0.7000000000000003
9.800000000000001,0.8000000000000017
9.9,0.9000000000000015
9.900000000180125,0.9000000001801258
9.900000000180125,0
10,0.09999999981987534
10,0
10,0
